id;skupina_ico;role;typ_skupiny;deals_open;deals_closed;osoby;name;owner_id;label_ids;website;linkedin;industry;annual_revenue;employee_count;visible_to;add_time;update_time;is_deleted;address.value;address.subpremise;address.street_number;address.route;address.sublocality;address.locality;address.admin_area_level_1;address.admin_area_level_2;address.postal_code;address.country;address.formatted_address;cf.02eb0f638d9d6fb99a3fc0b6c274f1cea86aa691;cf.0a7f283f809234eae91d60341d11bd95bc16180d;cf.0b58197158cfc8201c352d14b7b837be1a78cceb;cf.0f91eb090c567025d50bd189c2fcef7660168cd2;cf.14a4ac8013661f14c28f977a30092cb6c315a20a;cf.232ebbf4c83f26373ecffe82af67c36963a1ec92;cf.2d1b78c03a1a2f8fd4472defaf32f40b4aa517fa;cf.3a2b73f1a8f908922b1ea5cae104d86d3d9f70b1;cf.4f6d4b49dd0c39448d59c76d9fe9a43026c03edc;cf.5508fa81db364acf7ee7fdc603a016c4c5479aae;cf.5565c37125199485cd7968dc6654d03cfa8d97d8;cf.58292c6b75b6b047a30635b6277d3d71f5376949;cf.5c6385dbe81a44197233a3ad6d66cefa54e8a84f;cf.5f5d9955991be6d8a4586b935b5dca5debf409d5;cf.60a1ba6d2782a2c250108cab56ef0fe61515efbb;cf.70ff2c57f7e0784a71f539a1683a2a050ff2a71c;cf.73573bbb46530af29a18a152762539900342f105;cf.7825f3fdbf7a73a202047a54a429f556a5406b81;cf.88455d0abc8d38a663d25462f501f27cae1eef38;cf.9925a084cc9f374591cb593fa818d4460dbc8c2e;cf.a205678df30f94b434bac611ddff4d2dbb7ae38b;cf.a865d043f6fc8201c30bde5974247ee669ece13a;cf.b829f774cb43a6c4841bd5ce4d2dc7fdbaf96eee;cf.b9ef0fcf6aaff0bef9ba332d255bd33bc6f435a3;cf.d123fdfafdb91420983bfedc81aa956ccbaddae4;cf.dfd241da5230a22ef96710acdca51011fb453341;cf.e3453fd3dec0332ac02998427c31663ba064b13f;cf.e4a4020ed5fcbc3a5ca28a59f378725bee707a4e;cf.f2d70cc7aa7ede911aed630f4621ea06ff048b6c;cf.f657d226854c94a51148746df786d1c5ac10cfea;cf.f7b47c3751ab31d105ee0d6cb7fc1ab60e561765;cf.f892ff1690d0ea86d76de3a2371013b454485d80;cf.fb4eabb84ace77ca298b8038b5d23c6abbf73887;cf.fc3b0719fff2d05f89a9010de08a5cd4c8ecf625
2608;25853708;ponechat;easy;3;12;7;Základní škola Sedmikráska, o.p.s. – Bezručova 293, Rožnov pod Radhoštěm;11629944;[5];;;;;;7;2021-05-17T13:00:49Z;2026-09-08T09:07:23Z;False;Bezručova 293, Rožnov pod Radhoštěm;;;;;;Zlínský kraj;;;;;226;[205];;25853708;[288, 289, 418];24;2108;skola@sedmikraska.cz;;[346, 347];;;371;90;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Česko"", ""postal_code"": null, ""formatted_address"": ""Česko""}";2027-09-08;;14063023;www.sedmikraska.cz;;208;14063023;575753923;315;;[270];386;;eva.b@vividbooks.com;9PQLFD;;162;;72
39298;25853708;sloucit;easy;0;0;0;Základní škola Sedmikráska, o.p.s.;14063023;[];;;;;;7;2025-06-30T13:45:00Z;2025-08-20T11:44:38Z;False;Zlínský kraj;;;;;;Zlín Region;;;Czechia;Zlín Region, Czechia;225;;;25853708 ;;;;;;;;;;;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;14063023;;;208;14063023;;315;;;;;;9PQLFD;;;;
5068;27441253;ponechat;merge;0;1;3;Soukr. osm. gymn. DINO-H. SCHOOL s.r.o.;11629944;[];;;;;;7;2021-07-16T12:47:57Z;2025-11-12T15:41:48Z;False;Bellova,352/;;;Bellova;Praha-Petrovice;;Hlavní město Praha;Hlavní město Praha;109 00;Czechia;Bellova 352, 109 00 Praha-Petrovice, Czechia;226;;;27441253;;25;;info@dinoskola.cz;;;;;;;"{""value"": ""Czechia"", ""subpremise"": """", ""street_number"": """", ""route"": """", ""sublocality"": """", ""locality"": """", ""admin_area_level_1"": """", ""admin_area_level_2"": """", ""country"": ""Czechia"", ""postal_code"": """", ""formatted_address"": ""Czechia""}";;;12795779;http://www.dinoskola.cz;;;;"777 629 837 ;240200080";;;;;;;;;128;;
39221;27441253;sloucit;merge;0;1;1;Královské gymnázium Petrovice s.r.o.;12795779;[];;;;;;7;2025-05-01T08:56:53Z;2026-05-28T09:49:23Z;False;;;;;;;;;;;;225;;;27441253;;25;;;;;;;;;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Česko"", ""postal_code"": null, ""formatted_address"": ""Česko""}";;;12795779;;;208;12795779;;315;;;;;iveta@vividbooks.com;4CRLLD;;;;
2465;28431634;ponechat;merge;0;6;1;Victoria School, s.r.o., ZŠ a MŠ – Oplanská 2339, Praha 9 - Újezd nad Lesy;11629944;[140];;;;;;7;2021-05-17T13:00:00Z;2026-07-28T07:20:35Z;False;Oplanská 2339, Praha 9 - Újezd nad Lesy;;;;;;;;;;;226;[205];;28431634;[288];24;31276;reditel@victoria-school.cz;;[347];;;371;91;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Česko"", ""postal_code"": null, ""formatted_address"": ""Česko""}";;;12795779;http://www.victoria-school.cz;;208;;604434690;;;;386;;iveta@vividbooks.com;F7ZRZ7;;160;;69
24960;28431634;sloucit;merge;1;4;4;Victoria School, s.r.o., ZŠ a MŠ – Oplanská 2339, Praha 9 - Újezd nad Lesy;11629944;[140];;;;;;7;2023-04-28T14:40:51Z;2026-08-22T09:56:47Z;False;Oplanská 2339, Praha 9, 190 16;;2339;Oplanská;Praha 21;;Hlavní město Praha;Hlavní město Praha;190 16;Czechia;Oplanská 2339, 190 16 Praha 21, Czechia;226;;;28431634;[288];24;;reditel@victoria-school.cz;;[347];;;;91;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;12795779;https://www.victoria-school.cz/;;208;;604434690;;;;;;iveta@vividbooks.com;F7ZRZ7;;160;;69
28160;28827147;ponechat;easy;0;2;1;Mateřská škola a Základní škola Na cestě, s.r.o.;18026774;[];;;;;;7;2024-08-26T20:22:57Z;2026-05-15T12:58:16Z;False;Pardubický kraj;;;;;;Pardubice Region;;;Czechia;Pardubice Region, Czechia;226;;;288 27 147;;24;;;;;;;;;"{""value"": ""Czechia"", ""subpremise"": """", ""street_number"": """", ""route"": """", ""sublocality"": """", ""locality"": """", ""admin_area_level_1"": """", ""admin_area_level_2"": """", ""country"": ""Czechia"", ""postal_code"": """", ""formatted_address"": ""Czechia""}";;;12116814;https://www.mszsnaceste.cz/;;208;18026774;;315;;;;;jiri@vividbooks.com;VDMNWY;;;;
34257;28827147;sloucit;easy;0;0;0;MŠ a ZŠ Na cestě, s.r.o. – Husova 168, Pardubice;11629944;[];;;;;;7;2024-10-23T09:19:53Z;2024-11-15T01:00:40Z;False;Husova 168, Pardubice;;;;;;Pardubický kraj;;;;;226;;;28827147;;24;;info@mszsnaceste.cz;;;;;;23;"{""value"": ""Czechia"", ""subpremise"": """", ""street_number"": """", ""route"": """", ""sublocality"": """", ""locality"": """", ""admin_area_level_1"": """", ""admin_area_level_2"": """", ""country"": ""Czechia"", ""postal_code"": """", ""formatted_address"": ""Czechia""}";;;;;;;;731420340;;;;;;;;;23;;0
2841;28895410;ponechat;merge;0;5;3;Základní škola Wonderland Academy s.r.o. – U Školky 880, Praha 4 - Šeberov;11629944;[];;;;;;7;2021-05-17T13:02:05Z;2026-02-24T07:05:10Z;False;U Školky 880, Praha 4 - Šeberov;;;;;;Hlavní město Praha;;;;;226;;;28895410;;24;2341;hajian@wonderlandacademy.cz;;;;;;198;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;12795779;http://www.english-wonderland.cz;;208;12795779;774988101;315;;;;;iveta@vividbooks.com;XCKDG6;;269;;71
39588;28895410;sloucit;merge;0;0;1;Základní škola Wonderland Academy s.r.o.;12795779;[];;;;;;7;2026-01-07T10:05:41Z;2026-01-21T07:12:33Z;False;Hlavní město Praha;;;;;Prague;Prague;Hlavní město Praha;;Czechia;Prague, Czechia;225;;; 28895410;;;;;;;;;;;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;;;;208;;;;;;;;;XCKDG6;;;;
3483;29828066;ponechat;merge;0;16;7;Základní škola – nám. Komenského 950, Hluk;11629944;[5];;;;;;7;2021-05-17T13:05:53Z;2026-08-31T06:58:16Z;False;nám. Komenského 950, Hluk;;;;;;Zlínský kraj;;;;;226;[205];;29828066 ;[288];24;2977;zshluk@uhedu.cz;;[347];;;371;204;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;14063023;https://www.zshluk.cz/;;208;14063023;572581309;315;;;;;eva.b@vividbooks.com;5S42MF;;336;;132
39839;29828066;sloucit;merge;0;1;2;Základní škola a Mateřská škola Hluk, příspěvková organizace;11629944;[5];;;;;;7;2026-08-14T12:42:33Z;2026-08-31T14:51:05Z;False;nám. Komenského 950, 68725 Hluk;;;náměstí Komenského;;;Zlínský kraj;Uherské Hradiště;687 25;Czechia;nám. Komenského 950, 687 25 Hluk, Czechia;226;[205];;29828066;;;;;;[347];;;;;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Česko"", ""postal_code"": null, ""formatted_address"": ""Česko""}";;;14063023;;;208;;;;;;;;eva.b@vividbooks.com;;;;;
4392;42727537;ponechat;easy;2;5;14;Základní škola – náměstí Komenského 35, Dobříš;11629944;[5];;;;;;7;2021-05-17T13:11:18Z;2026-09-07T14:09:05Z;False;náměstí Komenského 35, Dobříš;;;;;;Středočeský kraj;;;;;226;[205];;42727537;[289];24;3880;skola@zsdobris.cz;;;;;371;391;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";2028-06-29;;12116814;http://www.zsdobris.cz;;208;18026774;318521070;315;;[269, 270, 272];;;jiri@vividbooks.com;98PE9T;;660;;269
39726;42727537;sloucit;easy;0;0;0;Základní škola Dobříš, Komenského nám. 35, okres Příbram;18026774;[];;;;;;7;2026-03-18T08:54:58Z;2026-03-19T01:00:20Z;False;Středočeský kraj;;;;;;Central Bohemian Region;;;Czechia;Central Bohemian Region, Czechia;225;;;42727537;;;;;;;;;;;"{""value"": ""Czech Republic"", ""subpremise"": """", ""street_number"": """", ""route"": """", ""sublocality"": """", ""locality"": """", ""admin_area_level_1"": """", ""admin_area_level_2"": """", ""country"": ""Czechia"", ""postal_code"": """", ""formatted_address"": ""Czechia""}";;;;;;;;;;;;;;;;;;;
6835;43256791;ponechat;merge;0;5;5;ZŠ Tanvald, příspěvková organizace – Školní 416, Tanvald;11629944;[140];;;;;;7;2021-10-18T08:38:44Z;2026-05-04T09:55:14Z;False;Školní 416, Tanvald;;;;;;Liberecký kraj;;;;;226;[205];;43256791;[289];24;5517;po.box@mzstanvald.cz;;;;;;182;"{""value"": ""Czechia"", ""subpremise"": """", ""street_number"": """", ""route"": """", ""sublocality"": """", ""locality"": """", ""admin_area_level_1"": """", ""admin_area_level_2"": """", ""country"": ""Czechia"", ""postal_code"": """", ""formatted_address"": ""Czechia""}";;;12795779;https://www.mzstanvald.cz/;;208;18026774;483394345;315;;[269];;;iveta@vividbooks.com;3FZ9F5;;282;;100
37941;43256791;sloucit;merge;1;3;1;Masarykova základní škola Tanvald, příspěvková organizace;11629944;[5];;;;;;7;2025-01-29T08:51:48Z;2026-05-20T15:03:46Z;False;;;;;;;;;;;;226;[205];;43256791;[289];24;8394;reditelka@mzstanvald.cz;;;;;371;;"{""value"": ""Czechia"", ""subpremise"": """", ""street_number"": """", ""route"": """", ""sublocality"": """", ""locality"": """", ""admin_area_level_1"": """", ""admin_area_level_2"": """", ""country"": ""Czechia"", ""postal_code"": """", ""formatted_address"": ""Czechia""}";2028-02-28;;12795779;;;208;12795779;734321878;315;;[269];386;;iveta@vividbooks.com;BTKG2B;;;;
4387;44226233;sloucit;merge;1;3;9;Základní škola a Mateřská škola – SNP 2304/6, Ústí nad Labem;11629944;[5];;;;;;7;2021-05-17T13:11:17Z;2026-09-05T14:44:30Z;False;SNP 2304/6, Ústí nad Labem;;;;;;Ústecký kraj;;;;;226;[205];;44226233;[288];24;15272;zssnp6@zssnp6.cz;;;;;;315;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Česko"", ""postal_code"": null, ""formatted_address"": ""Česko""}";;;12795779;http://www.zssnp6.cz;;208;12795779;472773977;;;;;;iveta@vividbooks.com;FKGAVP;;615;;300
36948;44226233;ponechat;merge;1;4;4;Základní škola a Mateřská škola Ústí nad Labem, SNP 2304/6, příspěvková organizace;12795779;[5];;;;;;7;2024-11-15T06:49:06Z;2026-08-27T06:37:52Z;False;Ústecký kraj;;;;;;Ústí nad Labem Region;;;Czechia;Ústí nad Labem Region, Czechia;226;[205];;44226233;[289];24;3875;;;;;;;;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;12795779;https://www.zssnp6.cz/vedeni-skoly/;;208;12795779;;315;;[269, 270, 271, 272];386;;iveta@vividbooks.com;FKGAVP;;;;
36950;44226233;sloucit;merge;0;0;1;ZŚ a MŚ Ústí nad Labem, SNP 2304/6;12795779;[];;;;;;7;2024-11-15T06:55:36Z;2026-05-15T05:29:08Z;False;Ústecký kraj;;;;;;Ústí nad Labem Region;;;Czechia;Ústí nad Labem Region, Czechia;225;;;44226233;;24;;;;;;;;;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;12795779;;;208;12795779;;315;;;;;iveta@vividbooks.com;DXHKYY;;;180;
3992;44553145;ponechat;merge;0;2;6;Základní škola – Rabasova 3282/3, Ústí nad Labem;11629944;[];;;;;;7;2021-05-17T13:08:53Z;2026-08-21T06:25:51Z;False;Rabasova 3282/3, Severní Terasa, 40011 Ústí nad Labem;;3;Rabasova;Ústí nad Labem-Severní Terasa;;Ústecký kraj;Ústí nad Labem;400 11;Czechia;Rabasova 3282/3, 400 11 Ústí nad Labem-Severní Terasa, Czechia;226;;;44553145;;24;3481;info@zsrabasova.cz;;;;;;229;"{""value"": ""Czechia"", ""subpremise"": """", ""street_number"": """", ""route"": """", ""sublocality"": """", ""locality"": """", ""admin_area_level_1"": """", ""admin_area_level_2"": """", ""country"": ""Czechia"", ""postal_code"": """", ""formatted_address"": ""Czechia""}";;;18026796;http://www.zsrabasova.cz;;;;725596898;;;;;;iveta@vividbooks.com;;;443;;214
37607;44553145;sloucit;merge;0;0;1;Zš Rabasova;12795779;[];;;;;;7;2025-01-08T20:31:07Z;2026-05-25T10:07:52Z;False;Ústecký kraj;;;;;;Ústí nad Labem Region;;;Czechia;Ústí nad Labem Region, Czechia;225;;;44553145;;24;;;;;;;;;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;12795779;;;208;12795779;;315;;;;;;HTW9SJ;;;180;
4814;44991665;ponechat;easy;1;6;9;AKADEMIA Gy, ZŠ a MŠ, s.r.o. – Rašelinová 2433/11, Brno;11629944;[5];;;;;;7;2021-07-16T12:46:28Z;2026-08-26T12:55:00Z;False;Rašelinová 2433/11, Brno;;;;;;Jihomoravský kraj;;;;;226;[205];;44991665;;24;15698;akademy@akademy.cz;;[346, 348];;;;42;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;14063023;http://www.akademy.cz;;208;14063023;544211547;315;;;;;eva.b@vividbooks.com;FZQKHS;;42;;0
39723;44991665;sloucit;easy;0;0;0;AKADEMIA Gymnázium, Základní škola a Mateřská škola, s.r.o.;14063023;[];;;;;;7;2026-03-07T10:21:51Z;2026-03-09T08:57:13Z;False;Jihomoravský kraj;;;;;;South Moravian Region;;;Czechia;South Moravian Region, Czechia;225;;; 44991665;;;;;;;;;;;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;;;;208;;;;;;;;;J7SRUL;;;;
3855;45238782;ponechat;merge;3;6;11;Základní škola – Jungmannova 655/2, Litovel;11629944;[5];;;;;;7;2021-05-17T13:08:05Z;2026-09-03T01:00:35Z;False;Jungmannova 655/2, Litovel;;;;;;Olomoucký kraj;;;;;226;[205];;45238782;[288, 289];24;3344;hrachovcova@zsjl.cz;;[347];;;;219;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";2027-01-30;;14063023;http://www.zsjl.cz;;208;14063023;585100440;315;;[269, 270];;;eva.b@vividbooks.com;VRDAJK;;421;;202
39739;45238782;sloucit;merge;0;0;1;Základní škola Litovel, Jungmannova 655, okres Olomouc;14063023;[];;;;;;7;2026-04-07T17:07:52Z;2026-05-12T06:36:18Z;False;Olomoucký kraj;;;;;;Olomouc Region;;;Czechia;Olomouc Region, Czechia;225;;;CZ45238782;;;;;;;;;;;"{""value"": ""Czech Republic"", ""subpremise"": """", ""street_number"": """", ""route"": """", ""sublocality"": """", ""locality"": """", ""admin_area_level_1"": """", ""admin_area_level_2"": """", ""country"": ""Czechia"", ""postal_code"": """", ""formatted_address"": ""Czechia""}";;;;;;;;;;;;;;;;;;;
38100;46747885;sloucit;merge;0;1;1;Technická univerzita Liberec;18026774;[];;;;;;7;2025-02-04T21:13:36Z;2026-05-13T06:27:55Z;False;Liberecký kraj;;;;;;Liberec Region;;;Czechia;Liberec Region, Czechia;225;;;46747885;;304;;;;;;;;;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;18026774;;;208;18026774;;315;;;;;;Y8UAPY;;;;
39525;46747885;ponechat;merge;0;2;1;Fakulta přírodovědně-humanitní a pedagogická Univerzitní náměstí 1410/1 (budova G) Liberec 460 01 Česká republika;12116814;[5];;;;;;7;2025-10-21T10:17:13Z;2026-05-19T19:38:34Z;False;;;;;;;;;;;;225;[205];;46747885;[288];;;;;[347];;;;;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;12116814;;;208;;;;;;;;jiri@vividbooks.com;Y8UAPY;;;;
8557;46773495;ponechat;easy;0;1;1;Střední škola pedagogická, hotelnictví a služeb, Litoměřice příspěvková organizace;11629944;[];;;;;;7;2022-11-02T06:12:39Z;2024-11-29T11:09:11Z;False;Komenského 754/3, 412 01 Litoměřice, Česko;3;754;Komenského;Předměstí;Litoměřice;Ústecký kraj;Litoměřice;412 01;Česko;3, Komenského 754, 412 01 Litoměřice-Předměstí, Česko;226;;;467 73 495 ;;212;;;;;;;;;"{""value"": ""Czechia"", ""subpremise"": """", ""street_number"": """", ""route"": """", ""sublocality"": """", ""locality"": """", ""admin_area_level_1"": """", ""admin_area_level_2"": """", ""country"": ""Czechia"", ""postal_code"": """", ""formatted_address"": ""Czechia""}";;;;https://sslitomerice.cz/index.php;;208;;;;;;;;;;;;;
9022;46773495;sloucit;easy;0;0;0;SŠ pedagogická, hotelnictví a služeb;11629944;[];;;;;;7;2023-01-17T17:26:33Z;2024-11-14T01:00:28Z;False;Komenského 754/3;754;3;Komenského;;Litoměřice;Ústecký kraj;Litoměřice;412 01;Czechia;754, Komenského 3, 412 01 Litoměřice, Czechia;226;;;46773495;;221;;spgs.ltm@iol.cz;;;Klempíř;;;;"{""value"": ""Czechia"", ""subpremise"": """", ""street_number"": """", ""route"": """", ""sublocality"": """", ""locality"": """", ""admin_area_level_1"": """", ""admin_area_level_2"": """", ""country"": ""Czechia"", ""postal_code"": """", ""formatted_address"": ""Czechia""}";;;;http://www.sslitomerice.cz;;;;416 574 881;;;;;;;;;11;;
4199;46773592;ponechat;merge;1;2;5;Základní škola a mateřská škola – Školní 1803, Roudnice nad Labem;11629944;[];;;;;;7;2021-05-17T13:10:09Z;2026-08-28T06:28:05Z;False;Školní 1803, Roudnice nad Labem;;;;;;Ústecký kraj;;;;;226;;;46773592;;24;3688;vedeni@zsskolni-rce.cz;;;;;;303;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Česko"", ""postal_code"": null, ""formatted_address"": ""Česko""}";;;12795779;http://www.zsskolni-rce.cz;;208;11629944;412871206;315;;;;;iveta@vividbooks.com;;;546;;243
39581;46773592;sloucit;merge;0;1;1;Základní škola a mateřská škola Roudnice nad Labem, Školní 1803;12795779;[];;;;;;7;2025-12-18T05:01:08Z;2026-02-23T14:41:11Z;False;Ústecký kraj;;;;;;Ústí nad Labem Region;;;Czechia;Ústí nad Labem Region, Czechia;225;;;	46773592;;;;;;;;;;;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;;;;208;;;;;;;;iveta@vividbooks.com;LBREBQ;;;;
4262;46773614;ponechat;merge;0;8;9;Základní škola – Karla Jeřábka 941, Roudnice nad Labem;11629944;[5];;;;;;7;2021-05-17T13:10:31Z;2026-08-28T01:01:02Z;False;Karla Jeřábka 941, Roudnice nad Labem;;;;;;Ústecký kraj;;;;;226;[205];;46773614;[288];24;3750;vedeni@zskjerabka-rce.cz;;[346];;;;297;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;12795779;http://www.zskjerabka-rce.cz;;208;12795779;416837087;315;;;;;iveta@vividbooks.com;KG3GX3;;569;;272
36714;46773614;sloucit;merge;0;3;6;Základní škola Roudnice nad Labem, Karla Jeřábka 941, okres Litoměřice;12795779;[];;;;;;7;2024-11-07T05:12:30Z;2026-08-27T07:07:54Z;False;Ústecký kraj;;;;;;Ústí nad Labem Region;;;Czechia;Ústí nad Labem Region, Czechia;226;;;46773614 ;;24;;;;;;;;;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;12795779;;;208;12795779;;315;;;;;iveta@vividbooks.com;KG3GX3;;;;
2533;46773703;ponechat;merge;0;3;3;Základní škola a Mateřská škola – č.p. 170, Velemín;11629944;[];;;;;;7;2021-05-17T13:00:24Z;2026-01-23T07:52:59Z;False;č.p. 170, Velemín;;;;;;;;;;;226;;;46773703;;24;2033;reditelka.zsvelemin@seznam.cz;;;;;;87;"{""value"": ""Czechia"", ""subpremise"": """", ""street_number"": """", ""route"": """", ""sublocality"": """", ""locality"": """", ""admin_area_level_1"": """", ""admin_area_level_2"": """", ""country"": ""Czechia"", ""postal_code"": """", ""formatted_address"": ""Czechia""}";;;12795779;http://www.zs-velemin.cz;;208;;603516450;;;;;;iveta@vividbooks.com;XT8GKP;;161;;74
32109;46773703;sloucit;merge;0;1;4;Základní škola a Mateřská škola – č.p. 170, Velemín;12795779;[];;;;;;7;2024-10-14T15:10:40Z;2026-09-03T17:14:20Z;False;č.p. 170, Velemín;;;;;Velemín;Ústecký kraj;Litoměřice;411 31;Czechia;Velemín 170, 411 31 Velemín, Czechia;226;;;46773703;;24;;reditelka.zsvelemin@seznam.cz;;;;;;87;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;12795779;;;208;12795779;603516450;315;;;;;;XT8GKP;;161;;74
3792;47274743;ponechat;merge;0;2;2;Základní škola a Mateřská škola – Školní 1544/5, Děčín;11629944;[];;;;;;7;2021-05-17T13:07:43Z;2026-03-23T10:44:34Z;False;Školní 1544/5, Děčín;;;;;;;;;;;226;;;47274743;;24;10834;skola@zszelenice.cz;;;;;;178;"{""value"": ""Czechia"", ""subpremise"": """", ""street_number"": """", ""route"": """", ""sublocality"": """", ""locality"": """", ""admin_area_level_1"": """", ""admin_area_level_2"": """", ""country"": ""Czechia"", ""postal_code"": """", ""formatted_address"": ""Czechia""}";;;;www.zszelenice.cz;;208;;775865666;;;;;;iveta@vividbooks.com;JGHCYS;;322;;144
